raison_sociale;telephone;adresse;code_postal;ville;siret;siren;type_etablissement;code_naf;site_web;email;source
ABDELKERIM BENTOUZER;;APPT 8 14 PLACE DES CORMORANS 31400 TOULOUSE;31400;TOULOUSE;53335375100019;533353751;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABDELKHALEK MIMA (DEDEL AUTOMOBILE);;6 PLACE DE CARPENTRAS 31500 TOULOUSE;31500;TOULOUSE;84789057100015;847890571;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABDELKRIM BAAHMED;;APT 15 11 RUE DE L'UKRAINE 31100 TOULOUSE;31100;TOULOUSE;53905438700011;539054387;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ABDELKRIM DERAMCHI (DERAMCHI EASY CAR SERVICES);;APT B05 RESIDENCE EL ZEPHIRE 1ER ETAGE 8 RUE SAINTE NATHALIE 31200 TOULOUSE;31200;TOULOUSE;80083629800011;800836298;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ABDELKRIM MANSOURI;;16 BOULEVARD BERNARD GRIFFOUL DORVAL 31400 TOULOUSE;31400;TOULOUSE;82494506700026;824945067;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABDELKRIM SAALAOUI (FEELING AUTO'S);;APPT 697 30 CHEMIN DE BAGATELLE 31100 TOULOUSE;31100;TOULOUSE;52826144900011;528261449;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ABDELLAH BOUZEKRI (LARDENNE LAVAGE AUTO);05 61 47 04 00;86 CHEMIN DE CROIX BENITE 31200 TOULOUSE;31200;TOULOUSE;79022264000019;790222640;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
ABDELLAH OUHRIR (ABDELCAR);09 54 34 68 07;APT 174 7EME ETAGE 13 PASSAGE LOUIS PERGAUD 31100 TOULOUSE;31100;TOULOUSE;82476283500018;824762835;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ABDELLAH TAHRI;;APT 71 6 RUE DE LA MAOURINE 31200 TOULOUSE;31200;TOULOUSE;94748973800015;947489738;garage_auto;45.32Z;;;API_dept31
ABDELMADJID AGROUCHE;05 61 44 00 22;216 ROUTE DE SAINT SIMON 31100 TOULOUSE;31100;TOULOUSE;99251875300015;992518753;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ABDELMADJID HAMEL;;RESIDENCE LA TOUR DU PARC 7 PLACE DU MORVAN 31100 TOULOUSE;31100;TOULOUSE;81920643400014;819206434;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ABDELMALEK BELLA (AUTO BELLA);05 54 49 55 67;10 IMPASSE NEGRENEYS 31200 TOULOUSE;31200;TOULOUSE;79075850200039;790758502;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
ABDELMALIK BOUGHAZI;;APPT 48 CHEZ M BOUGHAZI AFIF 3 IMPASSE LAURENT GUERRERO 31400 TOULOUSE;31400;TOULOUSE;98423369200016;984233692;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ABDELMOTALEB ZAGGAI;;CHEMINEMENT -  APPT 04 9 CHEMINEMENT LOUIS AURIACOMBE 31100 TOULOUSE;31100;TOULOUSE;52083663600016;520836636;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABDELMOUMIN BOUKHIAR (FKWAUTO13);;APT 1250 24 RUE DE FREJUS 31000 TOULOUSE;31000;TOULOUSE;53239827800012;532398278;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABDELWAHEB BOUCHBOUT (AUTO SELECTION 33);05 82 95 27 16;174 AVENUE DES ETATS UNIS 31200 TOULOUSE;31200;TOULOUSE;41401887900018;414018879;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ABDENACER SELSELDEB;;APPT 53 8 CHEMIN DU MIRAIL 31100 TOULOUSE;31100;TOULOUSE;52050081000012;520500810;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ABDERAHIME TSOULI (LAV'AUTO);05 82 95 18 84;35 RUE ROQUEMAUREL 31300 TOULOUSE;31300;TOULOUSE;49490749600017;494907496;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
ABDERAZEK BENTALEB (CC31);05 81 18 52 52;8 RUE BELLOC CITE 31500 TOULOUSE;31500;TOULOUSE;87825138800020;878251388;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_live
ABDEREZAK HAMMOUTENE (ARIS AUTO SERVICES);;VILLA L 42 CHEMIN DE FENOUILLET 31200 TOULOUSE;31200;TOULOUSE;93030905900028;930309059;concession_auto;45.11Z;;;API+PJ
ABDERRAFIK NADIR (NADIR AUTO 17);;42 RUE DU CAPITAINE ESCUDIE 31000 TOULOUSE;31000;TOULOUSE;48460872400015;484608724;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ABDERRAHIM HAZAZ;09 54 34 68 07;APPT 1124 13 RUE DU CHER 31100 TOULOUSE;31100;TOULOUSE;82959254200015;829592542;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ABDERRAHMAN BOUDINAR;;23 CHEMIN DE HEREDIA 31500 TOULOUSE;31500;TOULOUSE;89147730900019;891477309;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ABDERRAHMANE MORTET;05 31 54 16 38;4 IMPASSE DU CLOS DE RISPET 31200 TOULOUSE;31200;TOULOUSE;89828100100013;898281001;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ABDESLAM LABOUARDI (L H AUTO);;4 CHEMINEMENT ROBERT DESNOS 31100 TOULOUSE;31100;TOULOUSE;99057000400012;990570004;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ABDOUL SIDIBE;;8 IMPASSE DU LIEUTENANT MICHEL WELVERT 31200 TOULOUSE;31200;TOULOUSE;89096936300013;890969363;garage_auto;45.32Z;;;API_dept31
ABDUL IBRAHIM OGLU BAKIROV (TIIKAUTO);;APPT 24 12 RUE JULIEN FORGUES 31100 TOULOUSE;31100;TOULOUSE;87783107300011;877831073;garage_auto;45.32Z;;;API_dept31
ABED BENDJOUDA;;BAT B4 APT 411 9 RUE GEORGES COURTELINE 31100 TOULOUSE;31100;TOULOUSE;52018629700013;520186297;concession_auto;45.11Z;;;API+PJ
ABEL ANDRIANANDRASANA (ARCSTERN);;6 PLACE DU PRESIDENT THOMAS WOODROW WILSON 31000 TOULOUSE;31000;TOULOUSE;92878286100019;928782861;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABEL STANCU (CAR WASH SERVICE);;2 IMPASSE LOUIS THARAUD 31300 TOULOUSE;31300;TOULOUSE;99537975700017;995379757;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ABELHAMID STITOU;05 61 49 29 61;APT 141 9 CHEMIN DES MARTYRS DE BORDELONGUE 31100 TOULOUSE;31100;TOULOUSE;50498866800019;504988668;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ABK AUTOMOBILES;05 34 40 37 40;365 AVENUE DES ETATS UNIS 31200 TOULOUSE;31200;TOULOUSE;88868346300010;888683463;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABLAYE N'GOM;05 61 48 51 21;193 ROUTE D'ALBI 31200 TOULOUSE;31200;TOULOUSE;79533872200015;795338722;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ABML 31 (AL 31);05 62 72 34 34;LOT 3 234 AVENUE DE FRONTON 31200 TOULOUSE;31200;TOULOUSE;81748202900037;817482029;concession_auto;45.11Z;https://yam31.com/contact;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
ABSOLUX;06 34 31 33 53;1 rue Boissin 31500 Toulouse;31500;TOULOUSE;;;concession_auto;;;;PagesJaunes
ABSOLUX (ABSOLUX);06 34 31 33 53;1 RUE FIRMIN BOISSIN 31500 TOULOUSE;31500;TOULOUSE;82331978500015;823319785;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABT;;15 RUE CASTELLANE 31000 TOULOUSE;31000;TOULOUSE;94129252600014;941292526;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ABT 31 (ABT 31);05 61 40 29 10;92 ROUTE DE SEYSSES 31100 TOULOUSE;31100;TOULOUSE;84876614300012;848766143;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
AC2PANNE (AC2PANNE);06 51 15 15 48;9 AVENUE PABLO PICASSO 31100 TOULOUSE;31100;TOULOUSE;92253726100013;922537261;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ACHAT CONSEIL AUTOMOBILES LAURENT GENIBREL (ACA-LG);;11 RUE LOUIS COURTOIS DE VICOSE 31100 TOULOUSE;31100;TOULOUSE;79766229300019;797662293;concession_auto;45.11Z;;;API_dept31
ACHIK KARLOSOVITCH BABAEV;;VILLA 44 RES LES ANTHEMIS 18 RUE XAVIER DARASSE 31500 TOULOUSE;31500;TOULOUSE;50029283400016;500292834;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ACHOT MIROUMIAN (A.A.P.O.);;ENTRE 2 APT 44 2 RUE MAURICE MELAT 31200 TOULOUSE;31200;TOULOUSE;82446789800014;824467898;garage_auto;45.32Z;;;API_dept31
ACTION AUTO 31;06 11 17 42 60;275 AVENUE DES ETATS UNIS 31200 TOULOUSE;31200;TOULOUSE;79479169900018;794791699;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ACWT 2 (AMERICAN CAR WASH);05 61 20 64 70;158 AVENUE JEAN CHAUBET 31500 TOULOUSE;31500;TOULOUSE;80461088900011;804610889;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API_dept31|PJ_live
AD DISTRIBUTION;05 61 06 23 53;APT A07 327 ROUTE DE SEYSSES 31100 TOULOUSE;31100;TOULOUSE;89233844300013;892338443;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
AD Distribution;;327 route Seysses 31100 Toulouse;31100;TOULOUSE;;;garage_auto;;;;PagesJaunes
AD GRAND OUEST;05 34 30 00 70;97 rue Fenouillet 31200 Toulouse;31200;TOULOUSE;;;carrossier_auto;;;;PagesJaunes
ADA DIOP;;APPT 6265 1ER ETAGE 3 RUE RAYMOND CORRAZE 31500 TOULOUSE;31500;TOULOUSE;81995080900015;819950809;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API_dept31
ADA LIDIA VIDAL PEREZ;05 34 43 10 15;2 CHEMINEMENT MARCEL GUILLAUME 31200 TOULOUSE;31200;TOULOUSE;75059489700019;750594897;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ADAM BENDAOUD (SUD PRESTIGE AUTO);;7 RUE YVES DU MANOIR 31300 TOULOUSE;31300;TOULOUSE;88137000100011;881370001;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ADAT;05 61 13 33 31;7 CHEMIN DE RISPET 31200 TOULOUSE;31200;TOULOUSE;50119846900048;501198469;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ADDA BENBRAHIM (ADD'AUTO);;RESIDENCE LA CHENAIE 8 IMPASSE COLLENOT 31400 TOULOUSE;31400;TOULOUSE;85110252500017;851102525;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ADDEL BERNY (BAY AUTO);;AJANTA II N F12 87 CHEMIN DES TUILERIES 31400 TOULOUSE;31400;TOULOUSE;89779268500025;897792685;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ADDICT DRIVER;05 62 74 81 00;8 ROUTE DE BAYONNE 31300 TOULOUSE;31300;TOULOUSE;80117613200026;801176132;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
ADEL BOUHADJAR (B-A AUTO);06 10 15 48 69;APPT 3964 4 PASSAGE DU LOSANGE 31100 TOULOUSE;31100;TOULOUSE;88471410600017;884714106;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ADEL BOUNOUA (SABEXPORT-IMPORT);;APPT 14 1 PLACE DE L'ARMEE D'AFRIQUE 31200 TOULOUSE;31200;TOULOUSE;79191756000017;791917560;concession_auto;45.11Z;;;API+PJ
ADELIN CIRPACI (CIRPACI CARS AUTOMOBILES);;BOITE 47447 10 AVENUE DU GRAND RAMIER 31400 TOULOUSE;31400;TOULOUSE;94372389000019;943723890;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ADELINE LEMBOURG (VIGNAL);;11 RUE JEANNE MARVIG 31400 TOULOUSE;31400;TOULOUSE;75129424000013;751294240;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ADEM HARDOULI (ADEM AUTO 31);;APT 327 23 RUE DE LA SARTHE 31100 TOULOUSE;31100;TOULOUSE;89884146500021;898841465;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ADEM MOULKAF (A.M 31);;ENSEMBLE V ENTREE 9 LOGEMENT 10 24 RUE ALBERT CAROVIS 31100 TOULOUSE;31100;TOULOUSE;83232184800018;832321848;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ADIL LABIB;;CHEZ KRAMASS APPARTEMENT 175 12 RUE JULES AMILHAU 31100 TOULOUSE;31100;TOULOUSE;85340792200014;853407922;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ADM AUTO 31;07 85 35 30 45;APPT 80 BAT 12 19 RUE DE L'ABBE NAUDIN 31200 TOULOUSE;31200;TOULOUSE;95294923800010;952949238;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
ADRIAN CIULIN (CESAR AUTO31);09 70 96 50 60;APPT. 13 337 ROUTE DE LAUNAGUET 31200 TOULOUSE;31200;TOULOUSE;82492890700016;824928907;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ADRIAN GURLA (GA AUTOS);;105 CHEMIN DE CROIX BENITE 31200 TOULOUSE;31200;TOULOUSE;91045466900011;910454669;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ADRIAN MAIER (A.B AUTOMOBILES);05 34 40 37 40;APPT 29D 32 RUE PIERRE CAZENEUVE 31200 TOULOUSE;31200;TOULOUSE;50797397200015;507973972;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_match
ADRIAN MANEA;;25 ALLEE D'ANCELY 31300 TOULOUSE;31300;TOULOUSE;80742826300014;807428263;concession_auto;45.11Z;;;API+PJ
ADRIANO JOVANOVIC;;TOULOUSE PLACETTES LOGEMENT 38 BAT 0 4 PLACE DES LOTUS 31200 TOULOUSE;31200;TOULOUSE;93044065600013;930440656;concession_auto;45.11Z;;;API+PJ
ADRIEN DARRE ([ND]);;[ND] [ND] [ND] [ND] [ND] [ND] [ND] [ND];00000;TOULOUSE;92983432300016;929834323;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ADRIEN NOIA (AUTO SPORT IMPORT);05 61 52 10 54;APPT 301 ETAGE 3 365 ROUTE DE LAUNAGUET 31200 TOULOUSE;31200;TOULOUSE;85232017500023;852320175;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ADRIEN RAYES (RAYES CAR);06 71 86 91 68;283 AVENUE DE FRONTON 31200 TOULOUSE;31200;TOULOUSE;82829352200011;828293522;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ADVANGARDE AUTOMOBILES;05 34 48 46 49;15 CHEMIN DE LA CRABE 31300 TOULOUSE;31300;TOULOUSE;49437866400010;494378664;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_match
AFFAIRE AUTO 31;06 13 16 89 99;APPT 184 30 CHEMINEMENT LE TINTORET 31000 TOULOUSE;31000;TOULOUSE;51137041300011;511370413;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_match
AFFIF FEKIR (CAR PRO);;LOGEMENT 57 57 RUE MIGUEL PASCUAL 31100 TOULOUSE;31100;TOULOUSE;88140277000013;881402770;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
AGARTHA;;22 ROUTE D'ESPAGNE 31100 TOULOUSE;31100;TOULOUSE;80852706300016;808527063;concession_auto;45.11Z;;;API+PJ
AGATA DURAL (DURAL SECURITY GLASS EXPERTS);05 62 20 86 65;63 RUE VESTREPAIN 31100 TOULOUSE;31100;TOULOUSE;93022208800013;930222088;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
AGM AUTO;05 61 47 11 86;9 AVENUE DE LA MARCAISSONNE 31400 TOULOUSE;31400;TOULOUSE;90285792900019;902857929;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
AGOSTINO CAVACA;05 61 06 23 53;165 CHEMIN DU RAMELET MOUNDI 31100 TOULOUSE;31100;TOULOUSE;35124818200013;351248182;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
AHMED ABDELHAK;06 10 15 48 69;10 CHEMINEMENT LE TITIEN 31100 TOULOUSE;31100;TOULOUSE;33376545100021;333765451;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
AHMED AZZOUZ BOUCHAHMA;;BOITE 41609 10 AVENUE DU GRAND RAMIER 31400 TOULOUSE;31400;TOULOUSE;92858105700017;928581057;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AHMED BELARBI (ADEM AUTO);;RC A7 CAGE A2 APPT.7 227 B CHE LAPUJADE 31000 TOULOUSE;31000;TOULOUSE;91485619000014;914856190;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AHMED BENBRAHIM (LINA AUTOMOBILE);;APPT 85 36 CHEMIN DE BEAUREGARD 31300 TOULOUSE;31300;TOULOUSE;85100344200015;851003442;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AHMED BOUKHORISSA;06 10 15 48 69;APPT B22 5 RUE ANDRE MAUROIS 31100 TOULOUSE;31100;TOULOUSE;90072836100016;900728361;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
AHMED EL GARNI;09 63 69 97 14;12 B RUE DE BRUXELLES 31100 TOULOUSE;31100;TOULOUSE;52846265800014;528462658;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
AHMED FERHI (CARPE DIEM AUTO);07 81 47 21 87;10 RUE DU GENERAL HOCHE 31200 TOULOUSE;31200;TOULOUSE;79079411900046;790794119;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
AHMED LATRECH (L-T AUTO MOTO);06 51 15 15 48;8 PLACE ANDRE ABBAL 31100 TOULOUSE;31100;TOULOUSE;41933341400037;419333414;concession_moto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AHMED MACHHOUR (AM AUTO 31);;KOAH DIGIDOM 6 PLACE DU PRESIDENT THOMAS WOODROW WILSON 31000 TOULOUSE;31000;TOULOUSE;88517369000037;885173690;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
AHMED OSMANI;06 18 71 66 29;APPT 22 HALL B 34 BOULEVARD DE SUISSE 31200 TOULOUSE;31200;TOULOUSE;81892488800014;818924888;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
AHMED OUATTARA (OUATT AUTO ET SERVICE);05 33 09 37 47;6 RUE PAUL VERLAINE 31200 TOULOUSE;31200;TOULOUSE;84260214600016;842602146;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
AHMED RAISS (RAISS AUTO 31);06 50 23 54 21;APPT 1 RDC 10 CHEMIN DES MARTYRS DE BORDELONGUE 31100 TOULOUSE;31100;TOULOUSE;89924367900011;899243679;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
AHMED ZENAGUI;;ETAGE RDC APPT 118 BAT G LES MUS 13 ALLEE GABRIELLE DE COIGNARD 31100 TOULOUSE;31100;TOULOUSE;98363281100029;983632811;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
AICHA BELABDOUNE (MENDAS);09 54 34 68 07;APPT 157 1ER ETAGE 30 CHEMINEMENT LE TINTORET 31100 TOULOUSE;31100;TOULOUSE;80987718600019;809877186;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
AICHA GHILEM;;BAT B APT 215 16 RUE DE LA CARAVELLE 31500 TOULOUSE;31500;TOULOUSE;53271821000018;532718210;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
AICHA MEHDI;07 60 47 99 70;11 CHEMIN DU CHAPITRE 31100 TOULOUSE;31100;TOULOUSE;79408610800014;794086108;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
AISSA CHOUCHAOUI (ACT AUTOMOBILE);05 34 42 26 26;26 RUE CHARLES NUITTER 31200 TOULOUSE;31200;TOULOUSE;95388496200010;953884962;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
AISSA OUARRAG;05 61 62 65 13;101 ROUTE DE LAUNAGUET 31200 TOULOUSE;31200;TOULOUSE;45110195000025;451101950;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31|PJ_aggressive
AISSAR NASSER ([ND]);;9 BOULEVARD DE LARRAMET 31300 TOULOUSE;31300;TOULOUSE;53282767200017;532827672;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
AJ CARS;05 62 10 76 91;150 RUE NICOLAS-LOUIS VAUQUELIN 31100 TOULOUSE;31100;TOULOUSE;94125807100013;941258071;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AJC AUTO;06 01 11 63 78;46 CHEMIN DE FENOUILLET 31200 TOULOUSE;31200;TOULOUSE;48325500600015;483255006;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AK PERFORMANCE;06 23 57 49 23;15 avenue Larrieu Thibaud 31100 Toulouse;31100;TOULOUSE;;;garage_auto;;;;PagesJaunes
AK-AUTOMOBILE (AK-AUTOMOBILE);05 61 47 49 98;70 RUE JACQUES BABINET 31100 TOULOUSE;31100;TOULOUSE;79366769200016;793667692;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AKAKI MZARELUA;09 54 34 68 07;RESIDENCE THIBAUD 9 RUE COLOMIES 31100 TOULOUSE;31100;TOULOUSE;79236218800015;792362188;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31|PJ_aggressive
AKI 2OOO;;3 RUE DE LA COLOMBETTE 31000 TOULOUSE;31000;TOULOUSE;72278006100023;722780061;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
AKIN OZKAN;03 21 09 32 32;2 RUE ALEXIS TOCQUEVILLE 31200 TOULOUSE;31200;TOULOUSE;40038594400105;400385944;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ALAIN BARBIER;05 34 43 10 15;176 AVENUE DES ETATS UNIS 31200 TOULOUSE;31200;TOULOUSE;39882016700029;398820167;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ALAIN BOYER;05 61 06 84 56;1 AVENUE PIERRE MOLETTE 31100 TOULOUSE;31100;TOULOUSE;31436239300014;314362393;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
ALAIN CAUHAUPE;06 27 57 14 77;137 CHEMIN DE PECHBUSQUE 31400 TOULOUSE;31400;TOULOUSE;30537091800057;305370918;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_aggressive
ALAIN DHERS;05 61 06 84 56;IMPASSE BARUTEL 31300 TOULOUSE;31300;TOULOUSE;32046980200013;320469802;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|PJ_match
ALCASAN;;45 AV PIERRE MOLETTE 31000 TOULOUSE;31000;TOULOUSE;45360797000010;453607970;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ALEPOC;;15 CHEMIN DE LA CRABE 31300 TOULOUSE;31300;TOULOUSE;87770344700038;877703447;garage_auto;45.32Z;;;API_dept31
ALEX BOR (AUTOBOR31);;APPT 60 10 RUE JEAN GILLES 31100 TOULOUSE;31100;TOULOUSE;10103103700019;101031037;concession_auto;45.11Z;;;API+PJ
ALEX TURCANT (AT AUTO 31);;CCAS 2 B RUE DE BELFORT 31000 TOULOUSE;31000;TOULOUSE;91280941500025;912809415;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)
ALEXANDER MESCHIA;05 32 02 45 77;28 B RUE DES ARTISTES 31200 TOULOUSE;31200;TOULOUSE;52049749600015;520497496;garage_moto;45.40Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ALEXANDRE AUDO;05 61 41 23 60;3 IMPASSE DE MONT LOUIS 31100 TOULOUSE;31100;TOULOUSE;93226631500013;932266315;concession_auto;45.11Z;;;API+PJ
ALEXANDRE AUTO (ALEXANDRE AUTO);06 12 79 81 01;13 RUE DES CHALETS 31000 TOULOUSE;31000;TOULOUSE;88082660700017;880826607;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|PJ_match
ALEXANDRE BARROS;09 26 75 05 87;39 RUE FRANZ SCHUBERT 31200 TOULOUSE;31200;TOULOUSE;41513119200015;415131192;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API_dept31|PJ_match
ALEXANDRE DOMARCO;;BATIMENT B 3 RUE GEORGES BERNANOS 31100 TOULOUSE;31100;TOULOUSE;82353104100015;823531041;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ALEXANDRE JEANNEAU (AUTOCCASE 31);;13 RUE SAINTE URSULE 31000 TOULOUSE;31000;TOULOUSE;88075888300016;880758883;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ALEXANDRE LABORDE;;32 RUE DES BLANCHERS 31000 TOULOUSE;31000;TOULOUSE;88795065700023;887950657;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)
ALEXANDRE MASSERON;;28 RUE SAINT LEON 31400 TOULOUSE;31400;TOULOUSE;83805221500020;838052215;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ALEXANDRE NOUVON;05 61 41 23 60;8 RUE HENRI TURNER 31100 TOULOUSE;31100;TOULOUSE;80790978300019;807909783;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_match
ALEXANDRE POMMIER;05 34 43 10 15;APPT 78 6 RUE ANDRE CHAMSON 31200 TOULOUSE;31200;TOULOUSE;75037521400012;750375214;garage_auto;45.20B;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
ALEXANDRE WALLON (SAFEAUTO);;21 AVENUE MARCEL LANGER 31400 TOULOUSE;31400;TOULOUSE;89219994400018;892199944;concession_auto;45.11Z;;;API+PJ
